id,country,c3,c2,year,gini_reported,q1,q2,q3,q4,q5,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,bottom5,top5,resource,resource_detailed,scale,scale_detailed,sharing_unit,reference_unit,areacovr,areacovr_detailed,popcovr,popcovr_detailed,region_un,region_un_sub,region_wb,eu,oecd,incomegroup,mean,median,currency,reference_period,exchangerate,mean_usd,median_usd,gdp_ppp_pc_usd2011,population,revision,quality,quality_score,source,source_detailed,source_comments,survey,source_rank
389,Australia,AUS,AU,1995,35.8,6.28,11.17,16.88,24.1,41.58,2.4,3.88,4.94,6.23,7.66,9.22,10.94,13.16,15.81,25.77,0.82,15.82,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,26343,22246,Australian dollar,Year,1.3490325,,,30404,18076743,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
393,Australia,AUS,AU,1995,46.7,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,"Local currency units, at current prices",Year,1.3490325,,,30404,18076743,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,,6
402,Australia,AUS,AU,1996,29.6,,,,,,,,,,,,,,,,,,Income (net),"Monetary income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,,,1.277863333,,,31246,18271685,,High,11,National statistical authority,Australian Bureau of Statistics 2003,,Survey of Income and Housing Costs,5
406,Australia,AUS,AU,1997,29.2,,,,,,,,,,,,,,,,,,Income (net),"Monetary income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,,,1.34738,,,32141,18467588,,High,11,National statistical authority,Australian Bureau of Statistics 2003,,Survey of Income and Housing Costs,5
413,Australia,AUS,AU,1998,34.3,,,,,,,,,,,,,,,,,,Income (net),"Monetary income, net",Equivalized,"Family equivalized, OECD",Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,,,1.591828333,,,33257,18665045,,High,11,Research study,Saunders 2001,,Survey of Income and Housing Costs,4
419,Australia,AUS,AU,2000,31,,,,,,,,,,,,,,,,,,Income (net),"Monetary income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,,,1.724826667,,,35539,19065837,,High,11,National statistical authority,Australian Bureau of Statistics 2003,,Survey of Income and Housing Costs,5
421,Australia,AUS,AU,2000,47.6,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,"Local currency units, at current prices",Year,1.724826667,,,35539,19065837,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,,6
424,Australia,AUS,AU,2001,33.5,7.32,12.1,16.5,23.13,40.97,2.7,4.62,5.61,6.49,7.6,8.9,10.47,12.66,15.85,25.12,0.9,15.17,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,16169,13156,Australian dollar,Year,1.9334425,,,35845,19268533,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
425,Australia,AUS,AU,2001,31.7,7.44,12.4,17.52,23.77,38.87,2.9,4.54,5.64,6.76,8,9.52,10.97,12.8,15.32,23.55,1.01,14.18,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,27289,23842,Australian dollar,Year,1.9334425,,,35845,19268533,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
426,Australia,AUS,AU,2001,38,6.3,10.77,15.55,23.01,44.37,2.25,4.05,4.92,5.85,7,8.55,10.32,12.69,16.26,28.11,0.77,17.46,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,19850,15353,Australian dollar,Year,1.9334425,,,35845,19268533,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
427,Australia,AUS,AU,2001,36.7,6.13,10.96,16.69,23.79,42.44,2.37,3.76,4.79,6.17,7.6,9.09,10.9,12.89,15.81,26.63,0.82,16.67,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,33639,28106,Australian dollar,Year,1.9334425,,,35845,19268533,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
432,Australia,AUS,AU,2002,30.9,,,,,,,,,,,,,,,,,,Income (net),"Monetary income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,26520,23296,Australian dollar,Week,1.8405625,,,36885,19475191,,High,11,National statistical authority,Australian Bureau of Statistics 2005,,Survey of Income and Housing,5
433,Australia,AUS,AU,2003,33.4,7.31,12.19,16.42,23.14,40.94,2.73,4.58,5.65,6.54,7.61,8.81,10.53,12.61,15.83,25.11,0.95,15.18,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,17672,14404,Australian dollar,Year,1.541914167,,,37558,19696972,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
434,Australia,AUS,AU,2003,31.3,7.51,12.6,17.51,23.9,38.48,2.9,4.61,5.7,6.9,8.08,9.43,11.01,12.89,15.5,22.98,1.01,13.67,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,29437,25581,Australian dollar,Year,1.541914167,,,37558,19696972,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
435,Australia,AUS,AU,2003,38,6.26,10.81,15.57,22.97,44.39,2.28,3.98,4.94,5.87,7.02,8.55,10.3,12.67,16.37,28.02,0.77,17.63,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,22024,17004,Australian dollar,Year,1.541914167,,,37558,19696972,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
436,Australia,AUS,AU,2003,36.2,6.14,11.17,16.74,23.95,42,2.37,3.77,4.92,6.25,7.61,9.13,10.91,13.04,16.06,25.94,0.83,16.02,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,36786,30623,Australian dollar,Year,1.541914167,,,37558,19696972,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
438,Australia,AUS,AU,2004,29.4,8.2,13.1,17.9,23.3,37.4,,,,,,,,,,,,,Income (net),"Monetary income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,28548,25532,Australian dollar,Week,1.3597525,,,38569,19948429,New 2007,High,12,National statistical authority,Australian Bureau of Statistics 2005,,Survey of Income and Housing,5
440,Australia,AUS,AU,2004,46.5,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,"Local currency units, at current prices",Year,1.3597525,,,38569,19948429,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,,6
441,Australia,AUS,AU,2008,35.4,7.25,11.61,15.91,22.48,42.75,2.82,4.43,5.34,6.27,7.34,8.57,10.21,12.27,15.33,27.42,1.05,17.58,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,28253,22294,Australian dollar,Year,1.192178333,,,41151,21342493,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
442,Australia,AUS,AU,2008,33.4,7.19,12.29,17.05,22.77,40.71,2.8,4.39,5.57,6.72,7.89,9.16,10.51,12.26,15.01,25.7,1.09,16.36,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,47345,40350,Australian dollar,Year,1.192178333,,,41151,21342493,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
443,Australia,AUS,AU,2008,39.8,6.14,10.41,15.1,22.25,46.1,2.36,3.78,4.73,5.68,6.89,8.21,9.97,12.28,15.8,30.3,0.87,19.88,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,34071,25689,Australian dollar,Year,1.192178333,,,41151,21342493,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
444,Australia,AUS,AU,2008,38,6,10.99,16.25,22.68,44.08,2.33,3.67,4.86,6.13,7.41,8.84,10.33,12.35,15.55,28.53,0.89,18.61,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,57127,46411,Australian dollar,Year,1.192178333,,,41151,21342493,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
447,Australia,AUS,AU,2008,46.8,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,"Local currency units, at current prices",Year,1.192178333,,,41151,21342493,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,,6
449,Australia,AUS,AU,2010,34.7,7.22,11.82,16.11,22.75,42.09,2.71,4.51,5.48,6.34,7.4,8.71,10.3,12.45,15.61,26.48,0.96,16.51,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,29436,23667,Australian dollar,Year,1.090159486,,,41298,22120064,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
450,Australia,AUS,AU,2010,33.3,7.17,12.25,17.01,23.13,40.44,2.81,4.36,5.53,6.72,7.88,9.13,10.66,12.47,15.3,25.14,1.02,15.63,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,49625,41996,Australian dollar,Year,1.090159486,,,41298,22120064,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
451,Australia,AUS,AU,2010,38.3,6.32,10.78,15.42,22.6,44.88,2.33,3.99,4.92,5.86,7.02,8.4,10.15,12.45,16.12,28.76,0.82,18.2,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,34698,26547,Australian dollar,Year,1.090159486,,,41298,22120064,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
452,Australia,AUS,AU,2010,37.1,6.11,11.1,16.35,23.26,43.17,2.38,3.73,4.89,6.21,7.47,8.88,10.59,12.67,15.74,27.43,0.86,17.36,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,58669,47740,Australian dollar,Year,1.090159486,,,41298,22120064,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
455,Australia,AUS,AU,2010,46.9,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,"Local currency units, at current prices",Year,1.090159486,,,41298,22120064,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,,6
458,Australia,AUS,AU,2012,32.6,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,52969,45651,"Local currency units, at current prices",Year,0.965801031,,,42606,22821849,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
459,Australia,AUS,AU,2012,36.8,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,"Local currency units, at current prices",Year,0.965801031,,,42606,22821849,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
460,Australia,AUS,AU,2012,46.3,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,"Local currency units, at current prices",Year,0.965801031,,,42606,22821849,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
463,Australia,AUS,AU,2014,33.7,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,57438,48537,"Local currency units, at current prices",Year,1.109363293,,,43602,23474668,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
464,Australia,AUS,AU,2014,39,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,"Local currency units, at current prices",Year,1.109363293,,,43602,23474668,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
465,Australia,AUS,AU,2014,48.3,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,"Local currency units, at current prices",Year,1.109363293,,,43602,23474668,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
473,Austria,AUT,AT,1987,23,9.73,15.45,18.39,21.94,34.5,4.38,5.35,7.57,7.88,8.78,9.61,10.92,11.02,15.16,19.34,1.86,11.16,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,107967,99400,Austrian schilling,Year,12.6425,,,,7639352,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
474,Austria,AUT,AT,1987,22.7,10.04,14.92,18.55,23.67,32.81,4.11,5.93,7.15,7.77,9.05,9.5,11.3,12.37,13.87,18.94,1.71,10.86,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,172301,161658,Austrian schilling,Year,12.6425,,,,7639352,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
477,Austria,AUT,AT,1994,31.4,7.95,12.94,16.96,22.69,39.47,3.01,4.94,5.95,6.99,7.86,9.1,10.48,12.21,14.82,24.65,1.07,15.39,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,146495,123748,Austrian schilling,Year,11.42182492,,,32918,7947209,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
478,Austria,AUT,AT,1994,28,8.57,14.02,17.78,22.91,36.73,3.24,5.33,6.54,7.48,8.37,9.41,10.69,12.22,14.36,22.37,1.14,13.61,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,241429,214407,Austrian schilling,Year,11.42182492,,,32918,7947209,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
479,Austria,AUT,AT,1995,30.4,7.35,13.21,17.87,23.81,37.76,2.61,4.74,6.02,7.19,8.27,9.6,11.02,12.79,15.44,22.32,0.91,13.47,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,128573,114240,Austrian schilling,Year,10.08149583,,,33615,7990121,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
480,Austria,AUT,AT,1995,27.7,8.02,14.03,17.85,24.52,35.59,2.78,5.24,6.45,7.58,8.65,9.2,11.75,12.77,14.95,20.64,0.93,11.78,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,208666,192430,Austrian schilling,Year,10.08149583,,,33615,7990121,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
482,Austria,AUT,AT,1996,26,9,14,18,23,35,4,6,7,8,9,10,11,12,14,21,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,16338,14812,Euro,Year,10.5865575,,,34286,8017863,New 2018,High,13,Eurostat,Eurostat 2018,,,8
483,Austria,AUT,AT,1997,30.2,8.16,13.18,17.29,22.94,38.44,3.15,5.01,6.12,7.06,8,9.29,10.55,12.39,14.97,23.47,1.14,14.17,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,147691,127433,Austrian schilling,Year,12.20424417,,,34938,8032876,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
484,Austria,AUT,AT,1997,26.6,8.99,14.15,18.14,23.09,35.63,3.47,5.52,6.57,7.58,8.61,9.53,10.84,12.25,14.46,21.17,1.29,12.76,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,241844,218708,Austrian schilling,Year,12.20424417,,,34938,8032876,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
486,Austria,AUT,AT,1998,24,10,15,19,23,34,4,6,7,8,9,10,11,12,14,20,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,15343,14217,Euro,Year,12.379065,,,36152,8041050,New 2018,High,13,Eurostat,Eurostat 2018,,,8
487,Austria,AUT,AT,1999,26,9,14,18,23,35,4,6,7,8,9,10,11,12,14,22,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,15860,14381,Euro,Year,0.938627276,,,37391,8051113,New 2018,High,13,Eurostat,Eurostat 2018,,,8
488,Austria,AUT,AT,2000,28.9,8.58,13.39,17.51,22.97,37.56,3.33,5.25,6.24,7.15,8.07,9.44,10.64,12.33,14.78,22.78,1.25,13.68,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,162424,141623,Austrian schilling,Year,1.085400833,,,38567,8069276,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
489,Austria,AUT,AT,2000,25.8,9.29,14.4,18.33,22.75,35.22,3.64,5.65,6.73,7.67,8.7,9.63,10.75,12,14.23,20.99,1.36,12.44,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,263251,241389,Austrian schilling,Year,1.085400833,,,38567,8069276,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
491,Austria,AUT,AT,2001,24,10,15,18,23,34,4,6,7,8,9,10,11,12,14,20,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,16611,15288,Euro,Year,1.11751,,,38918,8097748,New 2018,High,13,Eurostat,Eurostat 2018,,,8
492,Austria,AUT,AT,2003,27.4,9,14.2,17.8,22.4,36.7,3.5,5.5,6.7,7.5,8.4,9.4,10.4,11.9,14.3,22.4,1.3,13.6,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,17566,15630,Euro,Year,0.886034167,,,39552,8175852,New 2018,High,13,Eurostat,Eurostat 2018,,,8
494,Austria,AUT,AT,2004,30,8.5,13.18,17.16,22.46,38.69,3.41,5.09,6.13,7.05,8.03,9.13,10.38,12.08,14.73,23.96,1.34,14.78,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,14001,12000,Euro,Year,0.805365,,,40431,8216805,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
495,Austria,AUT,AT,2004,26.9,9.24,14.15,17.85,22.42,36.33,3.69,5.55,6.61,7.54,8.46,9.39,10.47,11.95,14.18,22.15,1.31,13.38,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,22556,20154,Euro,Year,0.805365,,,40431,8216805,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
498,Austria,AUT,AT,2005,26.3,9.4,14.4,18,22.3,35.9,3.8,5.7,6.7,7.6,8.5,9.5,10.5,11.8,14,21.9,1.4,13.4,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,19797,17758,Euro,Year,0.80412,,,41154,8253650,New 2018,High,13,Eurostat,Eurostat 2018,,,8
500,Austria,AUT,AT,2006,25.3,9.6,14.6,18.1,22.6,35.1,3.8,5.8,6.8,7.7,8.6,9.5,10.6,12,14,21,1.4,12.6,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,19684,17854,Euro,Year,0.797140833,,,42415,8284735,New 2018,High,13,Eurostat,Eurostat 2018,,,8
